frame,p1_health,p2_health,p1_damage_event,0x080,0x074,0x094,0x0C0,0x19C
571,51775,65536,0,0,4294964953,4294887867,260785,2
572,51775,65536,0,0,4294964953,4294887867,260785,2
573,51775,65536,0,0,4294964953,4294887867,260785,2
574,51775,65536,0,0,4294964953,4294887867,260785,2
575,51775,65536,0,0,4294964953,4294887867,260785,2
576,51775,65536,0,0,4294964953,4294887867,260785,2
577,51775,65536,0,0,4294964953,4294887867,260785,2
578,51775,65536,0,0,4294964953,4294887867,260785,2
579,51775,65536,0,0,4294964953,4294887867,260785,2
580,51775,65536,0,0,4294964953,4294887867,260785,2
581,51775,65536,0,0,4294964953,4294887867,260785,2
582,51775,65536,0,0,4294964953,4294887867,260785,2
583,51775,65536,0,0,4294964953,4294887867,260785,2
584,51775,65536,0,0,4294964953,4294887867,260785,2
585,51775,65536,0,0,4294964953,4294887867,260785,2
586,51775,65536,0,0,4294964953,4294887867,260785,2
587,51775,65536,0,0,4294964953,4294887867,260785,2
588,51775,65536,0,0,4294964953,4294887867,260785,2
589,51775,65536,0,0,4294964953,4294887867,260785,2
590,51775,65536,0,0,4294964953,4294887867,260785,2
591,51775,65536,0,0,4294964953,4294887867,260785,2
592,51775,65536,0,0,4294964953,4294887867,260785,2
593,51775,65536,0,0,4294964953,4294887867,260785,2
594,51775,65536,0,0,4294964953,4294887867,260785,2
595,51775,65536,0,0,4294964953,4294887867,260785,2
596,51775,65536,0,0,4294964953,4294887867,260785,2
597,51775,65536,0,0,4294964953,4294887867,260785,2
598,51775,65536,0,0,4294964953,4294887867,260785,2
599,51775,65536,0,0,4294964953,4294887867,260785,2
