frame,p1_health,p2_health,p1_damage_event,0x080,0x074,0x094,0x0C0,0x19C
579,43910,65536,0,0,4294965004,4294887867,260752,2
580,43910,65536,0,0,4294965004,4294887867,260752,2
581,43910,65536,0,0,4294965004,4294887867,260752,2
582,43910,65536,0,0,4294965004,4294887867,260752,2
583,43910,65536,0,0,4294965004,4294887867,260752,2
584,43910,65536,0,0,4294965004,4294887867,260752,2
585,43910,65536,0,0,4294965004,4294887867,260752,2
586,43910,65536,0,0,4294965004,4294887867,260752,2
587,43910,65536,0,0,4294965004,4294887867,260752,2
588,43910,65536,0,0,4294965003,4294887867,260752,2
589,43910,65536,0,0,4294965003,4294887867,260752,2
590,43910,65536,0,0,4294965003,4294887867,260752,2
591,43910,65536,0,0,4294965003,4294887867,260752,2
592,43910,65536,0,0,4294965003,4294887867,260752,2
593,43910,65536,0,0,4294965003,4294887867,260752,2
594,43910,65536,0,0,4294965003,4294887867,260752,2
595,43910,65536,0,0,4294965003,4294887867,260752,2
596,43910,65536,0,0,4294965003,4294887867,260752,2
597,43910,65536,0,0,4294965003,4294887867,260752,2
598,43910,65536,0,0,4294965003,4294887867,260752,2
599,43910,65536,0,0,4294965003,4294887867,260752,2
