frame,p1_health,p2_health,p1_damage_event,0x080,0x074,0x070,0x0D0,0x094,0x0C0,0x19C
180,53740,65536,0,4,4294965002,65495,55,0,0,2
181,53740,65536,0,4,4294965002,65495,55,0,0,2
182,53740,65536,0,4,4294965002,65495,55,0,0,2
183,53740,65536,0,4,4294965002,65496,55,0,0,2
184,53740,65536,0,4,4294965002,65496,55,0,0,2
185,53740,65536,0,4,4294965003,65495,55,0,0,2
186,53740,65536,0,4,4294965003,65495,55,0,0,2
187,53740,65536,0,4,4294965003,65495,55,0,0,2
188,53740,65536,0,4,4294965003,65496,55,0,0,2
189,53740,65536,0,4,4294965003,65496,55,0,0,2
190,53740,65536,0,4,4294965003,65495,55,0,260752,2
191,53740,65536,0,4,4294965003,65495,55,0,260752,2
192,53740,65536,0,4,4294965003,65495,55,0,0,2
193,53740,65536,0,4,4294965003,65496,55,0,0,2
194,53740,65536,0,4,4294965003,65496,55,0,0,2
195,53740,65536,0,4,4294965003,65496,55,0,0,2
196,53740,65536,0,4,4294965003,65496,55,0,0,2
197,53740,65536,0,4,4294965003,65496,55,0,0,2
198,53740,65536,0,4,4294965003,65495,55,0,0,2
199,53740,65536,0,4,4294965003,65495,55,0,0,2
200,53740,65536,0,4,4294965003,65495,55,0,0,2
201,53740,65536,0,4,4294965003,65495,55,0,0,2
202,53740,65536,0,4,4294965003,65496,55,0,260752,2
203,53740,65536,0,4,4294965003,65496,55,0,260752,2
204,53740,65536,0,4,4294965003,65496,56,0,260752,2
205,53740,65536,0,4,4294965003,65496,56,0,260752,2
206,53740,65536,0,4,4294965003,65496,56,0,260752,2
207,53740,65536,0,4,4294965003,65496,56,0,260752,2
208,53740,65536,0,4,4294965003,65495,56,0,260752,2
209,53740,65536,0,4,4294965003,65495,56,0,260752,2
210,53740,65536,0,4,4294965003,65495,56,0,260752,2
211,53740,65536,0,4,4294965003,65496,56,0,260752,2
212,53740,65536,0,4,4294965003,65496,56,0,260752,2
213,53740,65536,0,4,4294965003,65496,56,0,260752,2
214,53740,65536,0,4,4294965003,65496,56,0,260752,2
215,53740,65536,0,4,4294965003,65496,56,0,260752,2
216,53740,65536,0,4,4294965003,65496,56,0,260752,2
217,53740,65536,0,4,4294965003,65495,56,0,260752,2
218,53740,65536,0,4,4294965003,65495,56,0,260752,2
219,53740,65536,0,4,4294965003,65495,56,0,260752,2
220,53740,65536,0,4,4294965002,65495,56,0,260752,2
221,53740,65536,0,4,4294965002,65496,56,0,260752,2
222,53740,65536,0,4,4294965002,65496,56,0,260752,2
223,53740,65536,0,4,4294965002,65496,56,0,260752,2
224,53740,65536,0,4,4294965002,65496,56,0,260752,2
225,53740,65536,0,4,4294965002,65496,56,0,260752,2
226,53740,65536,0,4,4294965002,65496,56,0,260752,2
227,53740,65536,0,4,4294965002,65495,57,0,260752,2
228,53740,65536,0,4,4294965002,65495,57,0,260752,2
229,53740,65536,0,4,4294965002,65495,57,0,260752,2
230,53740,65536,0,4,4294965002,65495,57,0,260752,2
231,53740,65536,0,4,4294965002,65496,57,0,260752,2
232,53740,65536,0,4,4294965002,65496,57,0,260752,2
233,53740,65536,0,3,4294965002,65496,57,0,260752,2
234,53740,65536,0,3,4294965002,65496,57,0,260752,2
235,53740,65536,0,3,4294965002,65496,57,0,260752,2
236,53740,65536,0,2,4294965002,65496,58,0,260752,2
237,53740,65536,0,1,4294965002,65495,58,0,260752,2
238,53740,65536,0,1,4294965002,65495,58,0,260752,2
239,53740,65536,0,0,4294965002,65495,58,0,260752,2
240,53740,65536,0,0,4294965002,65495,58,0,260752,2
241,53740,65536,0,0,4294965002,65495,59,0,260785,2
242,53740,65536,0,0,4294965002,65495,59,0,260785,2
243,53740,65536,0,0,4294965002,65495,59,0,260785,2
244,53740,65536,0,0,4294965002,65495,59,0,260785,2
245,53740,65536,0,0,4294965002,65495,59,0,260785,2
246,53740,65536,0,0,4294965002,65495,59,0,260785,2
247,53740,65536,0,0,4294965002,65495,59,0,260785,2
248,53740,65536,0,0,4294965002,65495,59,0,260785,2
249,53740,65536,0,0,4294965002,65495,59,0,260785,2
250,53740,65536,0,0,4294965002,65495,59,0,260785,2
251,53740,65536,0,0,4294965002,65495,59,0,260785,2
252,53740,65536,0,0,4294965002,65495,59,0,260785,2
253,53740,65536,0,0,4294965002,65495,59,0,260785,2
254,53740,65536,0,0,4294965002,65495,59,0,260785,2
255,53740,65536,0,0,4294965002,65495,59,0,260785,2
256,53740,65536,0,0,4294965002,65495,59,0,260785,2
257,53740,65536,0,0,4294965002,65495,59,0,260785,2
258,53740,65536,0,0,4294965002,65495,59,0,260785,2
259,53740,65536,0,0,4294965002,65495,59,0,260785,2
260,53740,65536,0,0,4294965002,65495,59,0,260785,2
261,53740,65536,0,0,4294965002,65495,59,0,260785,2
262,53740,65536,0,0,4294965002,65495,59,0,260785,2
263,53740,65536,0,0,4294965002,65495,59,0,260785,2
264,53740,65536,0,0,4294965002,65495,59,0,260785,2
265,53740,65536,0,0,4294965002,65495,59,0,260785,2
266,53740,65536,0,0,4294965002,65495,59,0,260785,2
267,53740,65536,0,0,4294965002,65495,59,0,260785,2
268,53740,65536,0,0,4294965002,65495,59,0,260785,2
269,53740,65536,0,0,4294965002,65495,59,0,260785,2
270,53740,65536,0,0,4294965002,65495,59,0,260785,2
271,53740,65536,0,0,4294965002,65495,59,0,260785,2
272,53740,65536,0,0,4294965002,65495,59,0,260785,2
273,53740,65536,0,0,4294965002,65495,59,0,260785,2
274,53740,65536,0,0,4294965002,65495,59,0,260785,2
275,53740,65536,0,0,4294965002,65495,59,0,260785,2
276,53740,65536,0,0,4294965002,65495,59,0,260785,2
277,53740,65536,0,0,4294965002,65495,59,0,260785,2
278,53740,65536,0,0,4294965002,65495,59,0,260785,2
279,53740,65536,0,0,4294965002,65495,59,0,260785,2
280,53740,65536,0,0,4294965002,65495,59,0,260785,2
281,53740,65536,0,0,4294965002,65495,59,0,260785,2
282,53740,65536,0,0,4294965002,65495,59,0,260785,2
283,53740,65536,0,0,4294965002,65495,59,0,260785,2
284,53740,65536,0,0,4294965002,65495,59,0,260785,2
285,53740,65536,0,0,4294965002,65495,59,0,260785,2
286,53740,65536,0,0,4294965002,65495,59,0,260785,2
287,53740,65536,0,0,4294965002,65495,59,0,260785,2
288,53740,65536,0,0,4294965002,65495,59,0,260785,2
289,53740,65536,0,0,4294965002,65495,59,0,260785,2
290,53740,65536,0,0,4294965002,65495,59,0,260785,2
291,53740,65536,0,0,4294965002,65495,59,0,260785,2
292,53740,65536,0,0,4294965002,65495,59,0,260785,2
293,53740,65536,0,0,4294965002,65495,59,0,260785,2
294,53740,65536,0,0,4294965002,65495,59,0,260785,2
295,53740,65536,0,0,4294965002,65495,59,0,260785,2
296,53740,65536,0,0,4294965002,65495,59,0,260785,2
297,53740,65536,0,0,4294965002,65495,59,0,260785,2
298,53740,65536,0,0,4294965002,65495,59,0,260785,2
299,53740,65536,0,0,4294965002,65495,59,0,260785,2
300,53740,65536,0,0,4294965002,65495,59,0,260785,2
301,53740,65536,0,9,4294965002,65495,59,0,260752,2
302,53740,65536,0,9,4294965002,65495,59,0,260752,2
303,53740,65536,0,8,4294965002,65495,59,0,260752,2
304,53740,65536,0,8,4294965002,65495,59,0,260752,2
305,53740,65536,0,8,4294965002,65495,59,0,260752,2
306,53740,65536,0,7,4294965002,65495,59,0,260752,2
307,53740,65536,0,6,4294965002,65495,59,0,260752,2
308,53740,65536,0,6,4294965002,65495,59,0,260752,2
309,53740,65536,0,5,4294965002,65495,59,0,260752,2
310,53740,65536,0,5,4294965002,65495,59,0,260752,2
311,53740,65536,0,4,4294965002,65495,59,0,260752,2
312,53740,65536,0,4,4294965002,65495,59,0,260752,2
313,53740,65536,0,4,4294965002,65495,59,0,260752,2
314,53740,65536,0,3,4294965002,65495,59,0,260752,2
315,53740,65536,0,2,4294965002,65495,61,4294887867,260752,2
316,53740,65536,0,2,4294965002,65495,61,4294887867,260752,2
317,53740,65536,0,2,4294965002,65495,61,4294887867,260752,2
318,53740,65536,0,2,4294965002,65495,61,4294887867,260752,2
319,53740,65536,0,2,4294965002,65495,61,4294887867,260752,2
320,53740,65536,0,2,4294965002,65495,61,4294887867,260752,2
321,53740,65536,0,2,4294965002,65495,61,4294887867,260752,2
322,53740,65536,0,2,4294965002,65495,61,4294887867,260752,2
323,53740,65536,0,2,4294965002,65495,61,4294887867,260752,2
324,53740,65536,0,2,4294965002,65495,61,4294887867,260752,2
325,53740,65536,0,2,4294965001,65496,61,4294887867,260752,2
326,53740,65536,0,2,4294965001,65496,61,4294887867,260752,2
327,53740,65536,0,2,4294965001,65495,61,4294887867,260752,2
328,53740,65536,0,2,4294965001,65495,61,4294887867,260752,2
329,53740,65536,0,2,4294965001,65496,61,4294887867,260752,2
330,53740,65536,0,2,4294965001,65496,61,4294887867,260752,2
331,51775,65536,1,4,4294965000,65496,61,4294887867,0,2
332,51775,65536,0,4,4294965000,65496,61,4294887867,0,2
333,51775,65536,0,3,4294965000,65497,63,4294887867,0,2
334,51775,65536,0,3,4294965000,65497,63,4294887867,0,2
335,51775,65536,0,3,4294965000,65497,63,4294887867,0,2
336,51775,65536,0,2,4294965000,65497,63,4294887867,0,2
337,51775,65536,0,1,4294964999,65495,63,4294887867,0,2
338,51775,65536,0,1,4294964999,65495,63,4294887867,0,2
339,51775,65536,0,0,4294964999,65497,63,4294887867,0,2
340,51775,65536,0,0,4294964999,65497,63,4294887867,0,2
341,51775,65536,0,0,4294964999,65495,63,4294887867,0,2
342,51775,65536,0,0,4294964999,65495,63,4294887867,0,2
343,51775,65536,0,0,4294964999,65497,63,4294887867,0,2
344,51775,65536,0,0,4294964999,65497,63,4294887867,0,2
345,51775,65536,0,0,4294964999,65497,63,4294887867,0,2
346,51775,65536,0,0,4294964999,65497,63,4294887867,0,2
347,51775,65536,0,0,4294964998,65497,63,4294887867,0,2
348,51775,65536,0,0,4294964998,65497,63,4294887867,0,2
349,51775,65536,0,0,4294964998,65497,63,4294887867,0,2
350,51775,65536,0,0,4294964998,65497,63,4294887867,0,2
351,51775,65536,0,0,4294964998,65495,63,4294887867,0,2
352,51775,65536,0,0,4294964998,65495,63,4294887867,0,2
353,51775,65536,0,0,4294964998,65496,63,4294887867,260752,2
354,51775,65536,0,0,4294964998,65496,63,4294887867,260752,2
355,51775,65536,0,0,4294964998,65496,63,4294887867,260752,2
356,51775,65536,0,0,4294964998,65496,63,4294887867,260752,2
357,51775,65536,0,0,4294964998,65496,64,4294887867,260752,2
358,51775,65536,0,0,4294964998,65496,64,4294887867,260752,2
359,51775,65536,0,0,4294964998,65496,64,4294887867,260752,2
360,51775,65536,0,0,4294964998,65495,64,4294887867,260752,2
361,51775,65536,0,0,4294964998,65495,65,4294887867,260752,2
362,51775,65536,0,0,4294964998,65495,65,4294887867,260752,2
363,51775,65536,0,0,4294964998,65495,65,4294887867,260752,2
364,51775,65536,0,0,4294964998,65495,65,4294887867,260752,2
365,51775,65536,0,0,4294964998,65496,65,4294887867,260752,2
366,51775,65536,0,0,4294964998,65496,65,4294887867,260752,2
367,51775,65536,0,0,4294964998,65495,65,4294887867,260752,2
368,51775,65536,0,0,4294964998,65495,65,4294887867,260752,2
369,51775,65536,0,0,4294964998,65495,65,4294887867,260752,2
370,51775,65536,0,0,4294964998,65495,65,4294887867,260752,2
371,51775,65536,0,0,4294964997,65495,65,4294887867,260752,2
372,51775,65536,0,0,4294964997,65495,65,4294887867,260752,2
373,51775,65536,0,0,4294964997,65495,65,4294887867,260752,2
374,51775,65536,0,0,4294964997,65495,65,4294887867,260752,2
375,51775,65536,0,0,4294964997,65495,65,4294887867,260752,2
376,51775,65536,0,0,4294964997,65495,65,4294887867,260752,2
377,51775,65536,0,0,4294964997,65495,65,4294887867,260752,2
378,51775,65536,0,0,4294964997,65495,65,4294887867,260752,2
379,51775,65536,0,0,4294964997,65495,65,4294887867,260752,2
380,51775,65536,0,0,4294964997,65495,65,4294887867,260752,2
381,51775,65536,0,0,4294964997,65495,66,4294887867,260752,2
382,51775,65536,0,0,4294964997,65495,66,4294887867,260752,2
383,51775,65536,0,0,4294964997,65495,66,4294887867,260752,2
384,51775,65536,0,0,4294964997,65495,66,4294887867,260752,2
385,51775,65536,0,0,4294964997,65495,66,4294887867,260752,2
386,51775,65536,0,0,4294964997,65495,66,4294887867,260752,2
387,51775,65536,0,0,4294964997,65495,66,4294887867,260752,2
388,51775,65536,0,0,4294964997,65495,66,4294887867,260752,2
389,51775,65536,0,0,4294964997,65495,66,4294887867,260752,2
390,51775,65536,0,0,4294964997,65495,66,4294887867,260752,2
391,51775,65536,0,0,4294964997,65495,66,4294887867,260752,2
392,51775,65536,0,0,4294964997,65495,66,4294887867,260752,2
393,51775,65536,0,0,4294964997,65495,66,4294887867,260752,2
394,51775,65536,0,0,4294964997,65495,66,4294887867,260752,2
395,51775,65536,0,0,4294964997,65495,66,4294887867,260752,2
396,51775,65536,0,0,4294964997,65495,66,4294887867,260752,2
397,51775,65536,0,0,4294964997,65495,66,4294887867,260752,2
398,51775,65536,0,0,4294964997,65495,66,4294887867,260752,2
399,51775,65536,0,0,4294964997,65495,66,4294887867,260752,2
400,51775,65536,0,0,4294964997,65495,66,4294887867,260752,2
401,51775,65536,0,0,4294964997,65495,66,4294887867,260752,2
402,51775,65536,0,0,4294964997,65495,66,4294887867,260752,2
403,51775,65536,0,0,4294964997,65495,66,4294887867,260752,2
404,51775,65536,0,0,4294964997,65495,66,4294887867,260752,2
405,51775,65536,0,0,4294964997,65495,67,4294887867,260752,2
406,51775,65536,0,0,4294964997,65495,67,4294887867,260752,2
407,51775,65536,0,0,4294964997,65495,67,4294887867,260752,2
408,51775,65536,0,0,4294964997,65495,67,4294887867,260752,2
409,51775,65536,0,0,4294964997,65495,67,4294887867,260752,2
410,51775,65536,0,0,4294964997,65495,67,4294887867,260752,2
411,51775,65536,0,0,4294964997,65495,67,4294887867,260752,2
412,51775,65536,0,0,4294964997,65495,67,4294887867,260752,2
413,51775,65536,0,0,4294964997,65495,67,4294887867,260752,2
414,51775,65536,0,0,4294964997,65495,67,4294887867,260752,2
415,51775,65536,0,0,4294964997,65495,67,4294887867,260752,2
416,51775,65536,0,0,4294964997,65495,67,4294887867,260752,2
417,51775,65536,0,0,4294964997,65495,67,4294887867,260752,2
418,51775,65536,0,0,4294964997,65495,67,4294887867,260752,2
419,51775,65536,0,0,4294964997,65495,67,4294887867,260752,2
420,51775,65536,0,0,4294964997,65495,67,4294887867,260752,2
421,51775,65536,0,0,4294964997,65495,67,4294887867,260752,2
422,51775,65536,0,0,4294964997,65495,67,4294887867,260752,2
423,51775,65536,0,0,4294964997,65495,67,4294887867,260752,2
424,51775,65536,0,0,4294964997,65495,67,4294887867,260752,2
425,51775,65536,0,0,4294964997,65495,67,4294887867,260752,2
426,51775,65536,0,0,4294964997,65495,67,4294887867,260752,2
427,51775,65536,0,0,4294964997,65495,67,4294887867,260752,2
428,51775,65536,0,0,4294964997,65495,67,4294887867,260752,2
429,51775,65536,0,0,4294964997,65495,67,4294887867,260752,2
430,51775,65536,0,0,4294964997,65495,68,4294887867,260752,2
431,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
432,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
433,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
434,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
435,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
436,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
437,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
438,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
439,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
440,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
441,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
442,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
443,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
444,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
445,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
446,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
447,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
448,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
449,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
450,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
451,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
452,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
453,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
454,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
455,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
456,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
457,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
458,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
459,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
460,51775,65536,0,0,4294964997,65495,69,4294887867,260752,2
461,51775,65536,0,0,4294964997,65495,71,4294887867,260752,2
462,51775,65536,0,0,4294964997,65495,71,4294887867,260752,2
463,51775,65536,0,0,4294964997,65495,71,4294887867,260752,2
464,51775,65536,0,0,4294964997,65495,71,4294887867,260752,2
465,51775,65536,0,0,4294964996,65495,71,4294887867,260752,2
466,51775,65536,0,0,4294964996,65495,71,4294887867,260752,2
467,51775,65536,0,0,4294964996,65495,71,4294887867,260752,2
468,51775,65536,0,0,4294964996,65495,71,4294887867,260752,2
469,51775,65536,0,0,4294964996,65495,71,4294887867,260752,2
470,51775,65536,0,0,4294964996,65495,71,4294887867,260752,2
471,51775,65536,0,0,4294964996,65495,71,4294887867,260752,2
472,51775,65536,0,0,4294964996,65495,71,4294887867,260752,2
473,51775,65536,0,0,4294964996,65495,71,4294887867,260752,2
474,51775,65536,0,0,4294964996,65495,71,4294887867,260752,2
475,51775,65536,0,0,4294964996,65495,71,4294887867,260752,2
476,51775,65536,0,0,4294964995,65495,71,4294887867,260752,2
477,51775,65536,0,0,4294964995,65495,72,4294887867,260752,2
478,51775,65536,0,0,4294964995,65495,72,4294887867,260752,2
479,51775,65536,0,0,4294964995,65495,72,4294887867,260752,2
480,51775,65536,0,0,4294964995,65495,72,4294887867,260752,2
